image_filename,category_name,xmin,ymin,xmax,ymax,source,pair_id
090937.jpg,long_sleeve_outwear,351,213,480,440,shop,7178
090937.jpg,shorts,362,361,481,562,shop,7178
090953.jpg,short_sleeve_top,292,440,547,711,shop,7179
090953.jpg,sling_dress,336,434,584,1056,shop,7179
091074.jpg,skirt,208,483,477,827,shop,7186
091074.jpg,vest,262,277,477,502,shop,7186
091098.jpg,short_sleeve_top,147,0,468,151,shop,7189
091098.jpg,trousers,171,99,476,745,shop,7189
091169.jpg,short_sleeve_top,153,128,330,275,user,7192
091169.jpg,sling_dress,168,137,329,593,user,7192
091229.jpg,shorts,250,642,556,927,shop,7197
091229.jpg,short_sleeve_top,116,331,504,784,shop,7197
091259.jpg,sling_dress,154,238,439,850,shop,7199
091259.jpg,vest,115,222,448,644,shop,7199
091291.jpg,short_sleeve_top,144,249,460,620,shop,7202
091291.jpg,sling_dress,149,260,553,940,shop,7202
091333.jpg,vest,100,70,229,201,user,7206
091333.jpg,skirt,50,180,195,358,user,7206
091413.jpg,vest_dress,75,33,662,715,shop,7210
091571.jpg,vest,33,207,303,622,shop,7220
091571.jpg,trousers,22,534,284,701,shop,7220
091796.jpg,trousers,387,273,478,503,shop,7238
091796.jpg,long_sleeve_top,370,162,499,329,shop,7238
091801.jpg,long_sleeve_dress,0,31,449,719,user,7239
091802.jpg,trousers,131,458,265,723,user,7239
091802.jpg,long_sleeve_dress,72,242,315,569,user,7239
092120.jpg,shorts,16,425,402,797,user,7266
092120.jpg,vest,0,38,466,478,user,7266
092189.jpg,vest_dress,265,496,532,947,shop,7270
092209.jpg,trousers,247,424,479,639,shop,7272
092209.jpg,long_sleeve_top,172,11,528,569,shop,7272
092218.jpg,shorts,472,229,701,471,shop,7274
092218.jpg,long_sleeve_top,324,64,673,312,shop,7274
092278.jpg,shorts,0,148,467,608,shop,7280
092295.jpg,trousers,130,454,375,712,shop,7283
092295.jpg,short_sleeve_top,255,290,451,522,shop,7283
092328.jpg,sling,116,173,386,618,shop,7286
092332.jpg,trousers,237,424,639,639,shop,7286
092332.jpg,sling,37,226,381,609,shop,7286
092410.jpg,trousers,78,336,193,399,user,7292
092410.jpg,short_sleeve_top,173,178,299,321,user,7292
092410.jpg,short_sleeve_top,14,163,205,383,user,7292
092410.jpg,skirt,191,292,299,399,user,7292
092422.jpg,trousers,69,433,431,623,user,7293
092422.jpg,long_sleeve_outwear,0,112,393,623,user,7293
092445.jpg,skirt,332,635,602,907,shop,7293
092445.jpg,long_sleeve_outwear,93,320,530,699,shop,7293
092514.jpg,trousers,30,462,263,701,shop,7298
092514.jpg,short_sleeve_top,27,0,466,595,shop,7298
092530.jpg,long_sleeve_dress,254,220,536,539,shop,7299
092530.jpg,trousers,195,330,445,606,shop,7299
092584.jpg,shorts,198,275,289,352,user,7304
092584.jpg,vest,207,200,281,286,user,7304
092616.jpg,shorts,186,411,554,758,shop,7307
092616.jpg,short_sleeve_top,125,25,675,615,shop,7307
092697.jpg,long_sleeve_outwear,0,186,467,623,user,7314
092726.jpg,trousers,17,420,380,701,shop,7316
092726.jpg,long_sleeve_outwear,2,12,467,613,shop,7316
092772.jpg,shorts,400,352,591,547,shop,7320
092772.jpg,vest,391,199,600,407,shop,7320
092773.jpg,shorts,315,489,619,831,shop,7320
092773.jpg,vest,90,234,551,681,shop,7320
092783.jpg,sling_dress,269,173,496,573,shop,7322
092783.jpg,long_sleeve_top,254,163,524,388,shop,7322
092814.jpg,trousers,120,417,306,606,shop,7325
092814.jpg,long_sleeve_top,85,146,365,502,shop,7325
092822.jpg,trousers,132,501,342,725,shop,7325
092822.jpg,long_sleeve_top,71,207,356,592,shop,7325
092837.jpg,long_sleeve_dress,248,81,495,522,shop,7326
092859.jpg,short_sleeve_dress,256,255,559,795,shop,7329
092877.jpg,skirt,221,250,348,385,user,7330
092877.jpg,short_sleeve_top,219,89,338,261,user,7330
092905.jpg,short_sleeve_outwear,1,70,466,831,user,7332
092908.jpg,shorts,132,387,304,552,shop,7332
092908.jpg,short_sleeve_outwear,100,122,434,656,shop,7332
092915.jpg,trousers,262,407,478,1089,shop,7333
092915.jpg,long_sleeve_top,131,196,588,467,shop,7333
093121.jpg,long_sleeve_outwear,0,80,467,718,user,7345
093122.jpg,long_sleeve_outwear,193,152,461,607,shop,7345
093191.jpg,sling_dress,47,292,383,681,user,7351
093192.jpg,sling_dress,77,224,294,490,user,7351
093224.jpg,shorts,324,478,490,613,shop,7352
093224.jpg,short_sleeve_top,321,293,536,524,shop,7352
093251.jpg,vest_dress,200,327,490,894,shop,7354
093270.jpg,skirt,139,340,386,586,user,7355
093270.jpg,short_sleeve_top,133,123,368,369,user,7355
093277.jpg,skirt,75,5,476,414,shop,7355
093302.jpg,long_sleeve_dress,95,379,307,643,user,7358
093335.jpg,long_sleeve_top,284,156,575,317,shop,7362
093335.jpg,trousers,327,217,582,684,shop,7362
093347.jpg,long_sleeve_top,320,3,509,122,shop,7363
093347.jpg,trousers,340,110,455,384,shop,7363
093439.jpg,short_sleeve_dress,126,148,328,516,shop,7370
093505.jpg,vest_dress,234,138,460,441,shop,7377
093524.jpg,long_sleeve_dress,30,134,466,591,user,7379
093531.jpg,long_sleeve_dress,89,320,545,966,shop,7379
093587.jpg,shorts,119,21,332,311,shop,7384
093672.jpg,short_sleeve_outwear,65,66,168,210,user,7393
093672.jpg,skirt,66,161,165,277,user,7393
093675.jpg,short_sleeve_outwear,224,166,475,492,shop,7393
093675.jpg,skirt,205,378,481,679,shop,7393
093681.jpg,skirt,271,443,590,813,shop,7393
093681.jpg,short_sleeve_outwear,220,190,510,556,shop,7393
093683.jpg,skirt,275,288,500,509,shop,7393
093683.jpg,short_sleeve_outwear,284,140,490,372,shop,7393
093694.jpg,skirt,177,245,306,366,user,7394
093694.jpg,long_sleeve_top,137,47,346,268,user,7394
093694.jpg,trousers,197,255,282,474,user,7394
093745.jpg,sling_dress,52,2,153,249,user,7398
093745.jpg,short_sleeve_top,50,0,168,108,user,7398
093751.jpg,sling_dress,31,62,120,274,user,7398
093751.jpg,short_sleeve_top,42,60,123,137,user,7398
093770.jpg,vest_dress,217,197,457,517,shop,7401
093778.jpg,vest_dress,177,297,392,862,shop,7401
093791.jpg,shorts,286,558,566,867,shop,7403
093791.jpg,short_sleeve_top,218,236,538,647,shop,7403
093827.jpg,trousers,44,265,278,399,user,7406
093827.jpg,long_sleeve_top,16,13,299,346,user,7406
093828.jpg,long_sleeve_top,5,85,467,769,user,7406
093828.jpg,shorts,8,531,291,747,user,7406
093861.jpg,shorts,418,276,513,345,shop,7408
093861.jpg,long_sleeve_outwear,354,132,532,434,shop,7408
094172.jpg,trousers,124,445,467,701,shop,7434
094172.jpg,short_sleeve_top,84,165,387,696,shop,7434
094398.jpg,skirt,17,332,328,710,shop,7451
094398.jpg,short_sleeve_top,44,82,513,505,shop,7451
094418.jpg,short_sleeve_outwear,224,144,456,407,shop,7452
094418.jpg,shorts,208,246,366,436,shop,7452
094475.jpg,vest,1,13,350,398,user,7456
094527.jpg,shorts,142,502,389,701,shop,7460
094527.jpg,vest,126,192,382,598,shop,7460
094622.jpg,vest_dress,107,144,426,701,shop,7467
094777.jpg,shorts,45,417,240,665,shop,7479
094777.jpg,shorts,293,431,459,609,shop,7479
094777.jpg,long_sleeve_outwear,17,104,281,488,shop,7479
094777.jpg,long_sleeve_top,256,177,449,495,shop,7479
094791.jpg,vest_dress,84,66,275,447,user,7481
094831.jpg,skirt,61,524,546,958,shop,7486
094831.jpg,short_sleeve_top,98,222,553,602,shop,7486
094924.jpg,vest_dress,49,12,428,629,user,7495
094977.jpg,sling_dress,282,266,441,569,shop,7499
094989.jpg,trousers,208,398,449,602,shop,7500
094989.jpg,vest,202,161,428,462,shop,7500
095102.jpg,shorts,22,523,340,701,shop,7511
095102.jpg,vest,64,163,354,596,shop,7511
095353.jpg,long_sleeve_outwear,249,13,512,469,shop,7535
095353.jpg,shorts,303,190,449,311,shop,7535
095382.jpg,sling_dress,112,179,639,867,shop,7538
095390.jpg,sling_dress,188,192,435,884,shop,7538
095395.jpg,sling_dress,222,188,432,866,shop,7538
095522.jpg,trousers,202,338,442,552,shop,7547
095522.jpg,short_sleeve_top,286,177,489,376,shop,7547
095529.jpg,sling_dress,57,26,353,623,user,7548
095529.jpg,long_sleeve_top,121,8,382,327,user,7548
095537.jpg,sling_dress,162,7,390,586,shop,7548
095537.jpg,long_sleeve_top,139,2,396,141,shop,7548
095561.jpg,shorts,64,609,325,933,shop,7551
095561.jpg,vest,50,261,382,706,shop,7551
095613.jpg,short_sleeve_dress,141,87,638,1099,shop,7554
095620.jpg,long_sleeve_dress,124,83,313,511,shop,7555
095638.jpg,short_sleeve_top,39,188,405,516,shop,7557
095638.jpg,sling_dress,111,198,391,701,shop,7557
095718.jpg,short_sleeve_dress,146,104,327,508,shop,7563
095742.jpg,sling_dress,49,220,467,622,user,7566
095742.jpg,short_sleeve_top,0,219,467,622,user,7566
095760.jpg,short_sleeve_top,323,26,739,284,shop,7567
095760.jpg,skirt,68,220,621,844,shop,7567
095810.jpg,short_sleeve_top,1,53,466,622,shop,7574
095856.jpg,long_sleeve_top,142,0,405,333,user,7577
095856.jpg,trousers,180,242,365,516,user,7577
095925.jpg,long_sleeve_top,555,0,749,218,shop,7583
095925.jpg,trousers,158,35,683,394,shop,7583
095956.jpg,shorts,258,309,500,538,shop,7586
095956.jpg,sling,207,22,534,490,shop,7586
095984.jpg,long_sleeve_top,201,332,402,568,shop,7590
095984.jpg,trousers,280,492,405,859,shop,7590
096023.jpg,long_sleeve_dress,107,69,467,623,user,7595
096055.jpg,long_sleeve_top,23,9,408,405,shop,7597
096055.jpg,shorts,45,377,399,599,shop,7597
096085.jpg,long_sleeve_outwear,476,140,637,382,shop,7600
096085.jpg,trousers,389,293,600,550,shop,7600
096147.jpg,trousers,43,94,601,538,shop,7605
096147.jpg,long_sleeve_outwear,0,0,349,310,shop,7605
096166.jpg,skirt,176,367,443,751,shop,7607
096166.jpg,vest,135,179,496,425,shop,7607
096254.jpg,shorts,310,293,649,633,shop,7616
096254.jpg,long_sleeve_top,147,32,560,435,shop,7616
096347.jpg,sling_dress,42,107,327,447,shop,7624
096357.jpg,skirt,114,131,354,238,shop,7626
096357.jpg,trousers,143,131,330,524,shop,7626
096357.jpg,long_sleeve_top,32,0,435,150,shop,7626
096718.jpg,shorts,35,503,379,701,shop,7660
096718.jpg,short_sleeve_top,0,14,466,654,shop,7660
096755.jpg,sling_dress,162,109,427,426,user,7663
096755.jpg,vest,100,85,344,301,user,7663
096765.jpg,sling_dress,169,35,366,390,user,7663
096765.jpg,short_sleeve_top,146,31,350,223,user,7663
096770.jpg,sling_dress,2,1,408,623,user,7663
096770.jpg,long_sleeve_top,0,2,375,464,user,7663
096776.jpg,sling_dress,184,190,524,641,shop,7663
096776.jpg,short_sleeve_top,221,178,517,451,shop,7663
096816.jpg,short_sleeve_dress,171,291,635,849,shop,7666
096850.jpg,trousers,270,632,571,959,shop,7667
096850.jpg,long_sleeve_outwear,128,232,570,851,shop,7667
096889.jpg,short_sleeve_dress,108,1,183,149,user,7669
096909.jpg,short_sleeve_outwear,19,111,342,420,user,7670
096914.jpg,short_sleeve_outwear,0,35,456,491,user,7670
096936.jpg,trousers,8,0,467,489,user,7673
097022.jpg,long_sleeve_top,181,283,542,788,shop,7676
097111.jpg,trousers,197,395,392,788,shop,7683
097111.jpg,short_sleeve_top,204,183,419,458,shop,7683
097192.jpg,short_sleeve_dress,270,125,588,647,shop,7688
097215.jpg,vest,1,78,465,630,user,7690
097217.jpg,shorts,194,436,448,663,user,7690
097217.jpg,vest,1,27,440,602,user,7690
097334.jpg,short_sleeve_dress,144,183,452,693,shop,7699
097348.jpg,short_sleeve_dress,184,395,636,1059,shop,7699
097353.jpg,vest_dress,364,415,499,669,shop,7700
097426.jpg,skirt,9,404,202,589,user,7709
097426.jpg,sling,100,289,217,420,user,7709
097438.jpg,skirt,0,429,637,953,shop,7709
097438.jpg,sling,158,95,446,438,shop,7709
097503.jpg,sling,140,90,200,160,user,7717
097503.jpg,skirt,125,159,199,235,user,7717
097510.jpg,skirt,2,342,466,628,user,7717
097510.jpg,sling,0,0,466,431,user,7717
097516.jpg,sling,57,59,452,348,user,7717
097516.jpg,skirt,3,229,467,630,user,7717
097517.jpg,skirt,2,99,466,628,user,7717
097517.jpg,sling,2,0,466,553,user,7717
097518.jpg,skirt,0,224,467,623,user,7717
097518.jpg,sling,106,0,399,260,user,7717
097524.jpg,skirt,160,604,398,959,shop,7717
097524.jpg,sling,174,299,435,630,shop,7717
097526.jpg,skirt,137,521,430,872,shop,7717
097526.jpg,sling,240,247,496,568,shop,7717
097527.jpg,sling,354,273,539,468,shop,7717
097527.jpg,skirt,270,412,454,625,shop,7717
097566.jpg,trousers,215,550,374,883,shop,7720
097566.jpg,sling,250,393,378,579,shop,7720
097569.jpg,trousers,234,524,394,870,shop,7720
097569.jpg,sling,227,364,365,553,shop,7720
097573.jpg,trousers,256,311,437,612,shop,7720
097573.jpg,sling,262,159,391,333,shop,7720
097674.jpg,skirt,185,34,572,619,shop,7728
097674.jpg,sling,147,3,394,95,shop,7728
097734.jpg,skirt,295,138,488,370,shop,7732
097734.jpg,vest,204,26,414,238,shop,7732
097997.jpg,long_sleeve_outwear,351,171,621,474,shop,7756
097997.jpg,trousers,233,307,576,520,shop,7756
098023.jpg,long_sleeve_top,0,13,467,623,user,7758
098032.jpg,long_sleeve_outwear,0,58,467,588,user,7758
098057.jpg,skirt,105,417,349,664,shop,7759
098057.jpg,short_sleeve_top,103,186,389,458,shop,7759
098186.jpg,trousers,234,262,477,631,shop,7773
098186.jpg,long_sleeve_outwear,149,2,470,537,shop,7773
098210.jpg,skirt,189,514,536,852,shop,7775
098210.jpg,long_sleeve_top,38,23,577,651,shop,7775
098210.jpg,trousers,208,519,531,959,shop,7775
098220.jpg,short_sleeve_dress,190,153,466,679,user,7776
098225.jpg,short_sleeve_dress,266,212,554,612,shop,7776
098239.jpg,trousers,147,466,316,701,shop,7777
098239.jpg,long_sleeve_outwear,60,137,389,673,shop,7777
098269.jpg,skirt,56,465,531,959,shop,7779
098269.jpg,long_sleeve_top,144,233,468,521,shop,7779
098282.jpg,sling_dress,25,0,467,578,user,7781
098282.jpg,short_sleeve_top,200,0,466,358,user,7781
098288.jpg,sling_dress,225,205,523,932,shop,7781
098288.jpg,short_sleeve_top,188,204,452,438,shop,7781
098358.jpg,short_sleeve_dress,1,9,466,624,user,7787
098380.jpg,trousers,255,759,512,1123,shop,7788
098380.jpg,long_sleeve_top,196,342,558,872,shop,7788
098455.jpg,skirt,287,383,477,534,shop,7797
098455.jpg,long_sleeve_top,205,148,495,405,shop,7797
098529.jpg,trousers,0,207,373,612,user,7804
098529.jpg,short_sleeve_top,61,82,320,305,user,7804
098558.jpg,short_sleeve_top,192,233,454,565,shop,7805
098558.jpg,vest_dress,202,230,490,784,shop,7805
098559.jpg,vest_dress,270,286,472,663,shop,7805
098559.jpg,short_sleeve_top,241,262,455,510,shop,7805
098580.jpg,vest_dress,368,167,499,458,shop,7807
098581.jpg,vest_dress,213,84,486,633,shop,7807
098658.jpg,vest_dress,81,0,367,546,user,7816
098787.jpg,long_sleeve_outwear,0,228,467,623,user,7825
098829.jpg,vest_dress,320,301,584,593,shop,7827
098903.jpg,trousers,91,0,331,540,shop,7834
098934.jpg,long_sleeve_top,17,2,466,532,user,7836
098975.jpg,long_sleeve_top,179,2,589,455,shop,7839
098975.jpg,shorts,108,266,418,625,shop,7839
099018.jpg,vest_dress,9,55,466,586,user,7843
099018.jpg,long_sleeve_outwear,1,47,466,625,user,7843
099019.jpg,long_sleeve_outwear,103,119,466,623,user,7843
099020.jpg,vest_dress,0,0,366,621,user,7843
099020.jpg,long_sleeve_outwear,0,0,427,621,user,7843
099080.jpg,sling_dress,200,262,523,761,shop,7847
099080.jpg,vest,198,256,488,604,shop,7847
099128.jpg,short_sleeve_top,254,197,714,399,shop,7851
099128.jpg,shorts,262,324,622,781,shop,7851
099199.jpg,vest,256,119,339,215,user,7856
099199.jpg,skirt,205,195,303,302,user,7856
099281.jpg,long_sleeve_dress,80,21,361,570,user,7862
099290.jpg,long_sleeve_dress,58,69,410,582,user,7862
099298.jpg,long_sleeve_outwear,164,146,453,536,shop,7863
099298.jpg,trousers,272,406,434,788,shop,7863
099324.jpg,sling_dress,148,42,339,431,user,7867
099324.jpg,short_sleeve_top,161,36,336,216,user,7867
099360.jpg,trousers,114,302,363,492,shop,7869
099360.jpg,vest,126,21,357,352,shop,7869
099394.jpg,trousers,221,381,410,797,shop,7872
099394.jpg,long_sleeve_top,213,137,448,438,shop,7872
099454.jpg,short_sleeve_dress,7,10,411,444,user,7879
099631.jpg,trousers,225,54,464,699,shop,7892
099631.jpg,vest,242,0,443,96,shop,7892
099632.jpg,trousers,38,0,569,842,shop,7892
099632.jpg,vest,0,0,338,207,shop,7892
099634.jpg,trousers,58,0,652,873,shop,7892
099637.jpg,shorts,447,375,553,482,shop,7893
099637.jpg,short_sleeve_top,441,232,555,437,shop,7893
099725.jpg,long_sleeve_outwear,147,227,437,496,shop,7902
099725.jpg,trousers,243,415,408,840,shop,7902
099726.jpg,trousers,130,65,318,539,shop,7902
099846.jpg,vest_dress,108,3,391,568,shop,7913
099858.jpg,long_sleeve_top,81,235,491,698,shop,7914
099858.jpg,trousers,149,631,484,1049,shop,7914
099863.jpg,long_sleeve_top,125,216,569,597,shop,7914
099863.jpg,trousers,212,555,517,1049,shop,7914
099864.jpg,short_sleeve_top,25,160,110,280,user,7915
099864.jpg,trousers,31,239,99,398,user,7915
100017.jpg,vest_dress,91,0,467,350,user,7928
100017.jpg,long_sleeve_outwear,84,0,467,350,user,7928
100120.jpg,long_sleeve_top,118,0,378,173,shop,7937
100120.jpg,trousers,223,44,598,419,shop,7937
100155.jpg,trousers,364,646,543,1128,shop,7939
100155.jpg,long_sleeve_top,243,462,564,698,shop,7939
100160.jpg,vest,214,267,494,567,shop,7940
100160.jpg,skirt,117,528,598,857,shop,7940
100185.jpg,vest_dress,103,194,417,701,shop,7941
100188.jpg,vest_dress,34,40,437,701,shop,7941
100231.jpg,long_sleeve_top,291,404,514,689,shop,7944
100231.jpg,trousers,330,541,602,971,shop,7944
100283.jpg,long_sleeve_top,1,2,466,622,user,7948
100427.jpg,vest_dress,89,4,608,697,shop,7956
100427.jpg,long_sleeve_outwear,26,1,638,853,shop,7956
100450.jpg,sling_dress,150,14,495,612,shop,7956
100450.jpg,long_sleeve_outwear,114,11,518,597,shop,7956
100500.jpg,skirt,112,413,259,681,user,7959
100500.jpg,short_sleeve_top,116,289,248,448,user,7959
100511.jpg,skirt,305,600,528,1039,shop,7959
100511.jpg,short_sleeve_top,325,429,548,643,shop,7959
100541.jpg,shorts,332,309,474,418,shop,7964
100541.jpg,short_sleeve_top,257,219,454,374,shop,7964
100562.jpg,short_sleeve_dress,242,135,532,481,shop,7966
100575.jpg,trousers,221,575,437,885,shop,7968
100575.jpg,short_sleeve_outwear,167,276,448,663,shop,7968
100578.jpg,trousers,304,373,469,534,shop,7968
100578.jpg,short_sleeve_outwear,272,120,506,417,shop,7968
100581.jpg,trousers,104,588,352,701,shop,7968
100581.jpg,short_sleeve_outwear,52,199,402,650,shop,7968
100582.jpg,trousers,177,241,348,417,shop,7968
100582.jpg,short_sleeve_outwear,232,82,376,283,shop,7968
100600.jpg,short_sleeve_dress,54,2,529,957,shop,7969
100683.jpg,skirt,170,71,531,498,shop,7977
100704.jpg,skirt,167,496,389,700,shop,7978
100704.jpg,vest,101,192,393,517,shop,7978
100737.jpg,trousers,217,522,409,942,shop,7978
100737.jpg,vest,177,304,408,553,shop,7978
100742.jpg,shorts,312,563,480,691,shop,7978
100742.jpg,vest,306,371,479,592,shop,7978
100753.jpg,trousers,367,217,463,418,shop,7978
100753.jpg,vest,354,126,434,237,shop,7978
100784.jpg,long_sleeve_outwear,0,332,466,623,user,7981
100820.jpg,short_sleeve_top,183,0,317,56,user,7984
100820.jpg,skirt,129,41,325,208,user,7984
100924.jpg,trousers,264,614,603,969,shop,7992
100924.jpg,long_sleeve_dress,21,368,586,847,shop,7992
100927.jpg,trousers,170,253,312,417,shop,7992
100927.jpg,long_sleeve_dress,187,148,374,373,shop,7992
101019.jpg,sling_dress,92,0,417,551,user,8001
101019.jpg,short_sleeve_top,84,0,436,370,user,8001
101041.jpg,short_sleeve_top,267,0,592,206,shop,8002
101041.jpg,shorts,196,159,536,453,shop,8002
101050.jpg,shorts,199,111,538,396,shop,8002
101050.jpg,short_sleeve_top,220,5,545,143,shop,8002
101081.jpg,short_sleeve_top,144,0,572,274,shop,8005
101081.jpg,shorts,193,229,452,459,shop,8005
101219.jpg,skirt,310,762,598,1174,shop,8016
101219.jpg,vest,197,328,633,968,shop,8016
101248.jpg,trousers,165,45,334,465,shop,8020
101248.jpg,short_sleeve_top,149,0,349,100,shop,8020
101266.jpg,short_sleeve_dress,0,0,467,623,user,8022
101326.jpg,short_sleeve_top,182,169,304,299,user,8028
101326.jpg,skirt,151,275,267,399,user,8028
101354.jpg,long_sleeve_dress,127,45,569,790,shop,8030
101389.jpg,skirt,116,481,334,701,shop,8031
101389.jpg,long_sleeve_top,90,218,368,523,shop,8031
101408.jpg,skirt,0,656,317,1065,shop,8032
101408.jpg,long_sleeve_outwear,0,310,797,1065,shop,8032
101412.jpg,trousers,133,606,476,959,shop,8032
101412.jpg,long_sleeve_outwear,108,242,519,795,shop,8032
101421.jpg,skirt,144,507,529,888,shop,8032
101421.jpg,long_sleeve_outwear,128,227,609,743,shop,8032
101493.jpg,short_sleeve_dress,156,128,297,349,user,8035
101545.jpg,vest_dress,73,0,344,536,user,8043
101570.jpg,trousers,237,405,400,838,shop,8044
101570.jpg,long_sleeve_top,188,173,454,470,shop,8044
101581.jpg,trousers,164,308,348,551,user,8047
101581.jpg,long_sleeve_outwear,50,9,370,551,user,8047
101595.jpg,long_sleeve_outwear,105,353,725,1123,shop,8047
101608.jpg,vest_dress,122,184,312,512,shop,8049
101608.jpg,short_sleeve_outwear,96,195,323,512,shop,8049
101609.jpg,vest_dress,117,159,278,534,shop,8049
101609.jpg,short_sleeve_outwear,93,157,314,563,shop,8049
101610.jpg,vest_dress,121,261,293,647,shop,8049
101610.jpg,short_sleeve_outwear,100,262,314,664,shop,8049
101624.jpg,skirt,98,41,363,555,shop,8052
101624.jpg,short_sleeve_top,94,2,323,95,shop,8052
101641.jpg,short_sleeve_dress,91,123,219,399,user,8055
101657.jpg,long_sleeve_dress,153,85,308,321,user,8057
101748.jpg,skirt,340,745,582,990,shop,8063
101748.jpg,short_sleeve_top,207,555,601,796,shop,8063
101765.jpg,long_sleeve_dress,113,165,467,623,user,8065
101775.jpg,long_sleeve_dress,165,186,273,362,user,8065
101787.jpg,trousers,306,416,559,582,shop,8066
101787.jpg,long_sleeve_top,238,24,628,509,shop,8066
101788.jpg,trousers,350,469,532,659,shop,8066
101788.jpg,long_sleeve_top,218,218,658,520,shop,8066
101991.jpg,long_sleeve_top,312,183,500,313,shop,8081
101991.jpg,shorts,331,291,438,391,shop,8081
102036.jpg,skirt,256,357,406,542,shop,8084
102036.jpg,short_sleeve_top,195,208,466,389,shop,8084
102050.jpg,short_sleeve_top,0,0,466,528,user,8085
102092.jpg,trousers,315,525,566,1173,shop,8086
102092.jpg,vest,321,274,562,537,shop,8086
102120.jpg,sling_dress,357,262,537,499,shop,8091
102120.jpg,short_sleeve_top,431,267,541,388,shop,8091
102359.jpg,vest,49,309,641,1063,shop,8109
102359.jpg,long_sleeve_outwear,39,276,638,1032,shop,8109
102383.jpg,short_sleeve_top,209,185,534,502,shop,8112
102383.jpg,sling_dress,196,184,475,718,shop,8112
102412.jpg,long_sleeve_top,0,32,422,580,user,8114
102459.jpg,vest_dress,66,240,442,642,shop,8118
102480.jpg,shorts,344,648,606,863,shop,8120
102480.jpg,short_sleeve_top,217,319,593,755,shop,8120
102490.jpg,shorts,340,649,617,871,shop,8120
102490.jpg,short_sleeve_top,191,274,602,770,shop,8120
102603.jpg,vest_dress,4,230,584,896,shop,8128
102623.jpg,skirt,269,473,625,743,shop,8130
102623.jpg,long_sleeve_top,268,165,623,554,shop,8130
102642.jpg,vest_dress,60,2,430,439,shop,8133
102654.jpg,long_sleeve_top,0,0,467,623,user,8134
102718.jpg,vest_dress,239,207,613,933,shop,8138
102724.jpg,vest_dress,243,42,558,1114,shop,8138
102754.jpg,long_sleeve_top,329,18,641,574,shop,8139
102754.jpg,trousers,337,316,552,586,shop,8139
102765.jpg,long_sleeve_top,0,51,467,482,user,8141
102834.jpg,vest_dress,224,374,625,1138,shop,8147
102844.jpg,sling,54,301,465,832,user,8148
102849.jpg,shorts,68,448,328,650,shop,8148
102849.jpg,sling,124,196,343,508,shop,8148
102896.jpg,long_sleeve_top,123,0,336,117,shop,8150
102896.jpg,trousers,132,104,328,613,shop,8150
102922.jpg,trousers,338,227,626,424,shop,8153
102922.jpg,long_sleeve_outwear,296,171,521,448,shop,8153
102998.jpg,short_sleeve_top,257,263,549,599,shop,8159
102998.jpg,sling_dress,269,270,526,784,shop,8159
103012.jpg,short_sleeve_top,289,150,476,390,shop,8159
103012.jpg,sling_dress,320,147,470,508,shop,8159
103057.jpg,long_sleeve_dress,83,192,388,624,user,8161
103073.jpg,skirt,272,781,607,1228,shop,8162
103073.jpg,vest,234,388,555,850,shop,8162
103196.jpg,vest_dress,131,0,422,516,shop,8172
103201.jpg,vest_dress,275,28,460,514,shop,8172
103254.jpg,shorts,287,356,556,508,shop,8174
103254.jpg,short_sleeve_top,137,45,558,425,shop,8174
103310.jpg,skirt,103,258,324,564,user,8178
103310.jpg,short_sleeve_top,13,32,418,321,user,8178
103391.jpg,long_sleeve_top,0,34,376,552,user,8184
103391.jpg,shorts,124,349,414,631,user,8184
103441.jpg,short_sleeve_dress,100,74,462,950,user,8187
103513.jpg,short_sleeve_dress,0,483,519,1049,shop,8191
103588.jpg,sling_dress,148,304,362,686,shop,8195
103592.jpg,long_sleeve_top,298,481,410,678,shop,8195
103592.jpg,sling_dress,290,479,434,759,shop,8195
103601.jpg,sling_dress,260,333,429,698,shop,8195
103620.jpg,shorts,119,106,755,700,shop,8197
103697.jpg,shorts,184,225,260,281,user,8203
103697.jpg,vest,192,142,262,240,user,8203
103770.jpg,short_sleeve_dress,144,194,423,525,shop,8206
103774.jpg,short_sleeve_dress,76,12,552,612,shop,8206
103981.jpg,sling_dress,176,93,278,313,user,8228
103985.jpg,sling_dress,61,75,234,382,user,8228
103988.jpg,sling_dress,120,146,255,397,user,8228
104014.jpg,long_sleeve_top,88,137,307,341,user,8230
104014.jpg,skirt,158,291,378,451,user,8230
104077.jpg,shorts,461,507,693,721,shop,8233
104077.jpg,short_sleeve_top,330,345,620,633,shop,8233
104102.jpg,vest,353,0,601,277,shop,8235
104102.jpg,shorts,310,240,601,529,shop,8235
104142.jpg,short_sleeve_dress,156,138,462,630,shop,8237
104191.jpg,vest_dress,216,116,538,451,shop,8241
104278.jpg,trousers,185,324,351,623,user,8250
104278.jpg,long_sleeve_outwear,82,53,366,487,user,8250
104307.jpg,vest,182,112,315,266,shop,8252
104307.jpg,trousers,166,304,326,730,shop,8252
104372.jpg,skirt,182,543,578,920,shop,8254
104372.jpg,long_sleeve_outwear,123,237,532,724,shop,8254
104393.jpg,shorts,312,344,466,447,shop,8254
104393.jpg,long_sleeve_top,270,166,517,387,shop,8254
104446.jpg,long_sleeve_top,272,193,512,475,shop,8259
104446.jpg,trousers,295,448,474,926,shop,8259
104452.jpg,long_sleeve_top,199,201,491,479,shop,8259
104452.jpg,trousers,277,455,436,931,shop,8259
